ID	WT_GpB_1	WT_GpB_2	WT_GpA_1	WT_GpA_2	WT_GpA_3	WT_GpA_4	WT_GpA_5	WT_GpA_6	GpB_1	GpB_2	GpA_1	GpA_2	GpA_3	GpA_4	GpA_5	GpA_6
ANXA11	5318	2709	8809	7201	7423	5243	6832	4864	1941	709	2056	1082	1545	1292	2011	1421
ANXA2	1663	2309	2947	3138	3101	2442	2040	1953	544	1143	560	442	592	503	361	217
ANXA4	638	441	579	2704	725	1092	1009	546	409	341	175	720	384	566	402	177
ANXA5	4427	3187	6721	6765	6767	5799	3330	5421	2326	1765	1806	2134	1982	1660	676	1579
ANXA6	24407	12994	47057	36463	34124	32129	26577	7572	12798	7418	8006	5847	7747	7801	6691	2170
ANXA7	5287	3976	7987	5399	4976	5460	6155	4524	2475	1781	2179	1181	1472	1447	1021	1215
AP1AR	1454	836	1046	330	1192	756	1086	421	34	40	44	34	68	58	74	21
AP1B1	6157	3421	7519	6687	6775	8053	6666	5854	2589	1540	1882	1239	1347	1655	1376	1348
AP1G1	3121	2057	3753	2741	4329	3168	4111	3379	453	483	628	554	722	534	547	477
AP1G2	1296	910	2529	1622	1445	1780	1500	930	695	295	714	270	429	449	372	319
AP1M1	1664	1255	2287	3599	1561	2338	2468	3585	809	395	674	561	326	499	447	917
AP1S1	1353	364	1649	1252	770	1463	1474	1097	350	135	166	224	123	186	208	175
AP1S2	1475	854	847	792	968	1053	907	549	101	93	80	106	77	103	87	43
AP1S3	3535	1395	3005	1419	1875	1907	3277	1979	262	184	156	127	157	117	163	71
AP2A1	1902	1490	2082	5747	2363	2843	2467	2109	895	651	737	1139	835	958	892	1036
AP2A2	1296	790	1917	2075	1730	1844	1960	950	494	332	369	376	426	418	479	239
AP2B1	5906	3210	8933	5643	6109	7083	8000	4943	2065	1250	1825	1066	1326	1311	1218	765
AP2M1	5348	3649	8137	13409	7677	6916	7854	8736	616	581	644	732	661	697	830	853
AP2S1	1230	623	1439	2152	981	1120	1035	1246	383	242	243	223	177	208	166	222
AP3B1	3120	1858	3567	2181	1292	4101	6264	5847	709	664	697	517	542	645	849	617
AP3D1	4459	3125	6625	8542	6389	6335	7296	4379	1220	818	1042	1228	1032	961	1025	1126
AP3M1	2801	2193	2306	1822	1887	2589	2822	1938	523	447	562	420	456	558	526	392
AP3M2	722	619	803	465	478	1642	1057	336	90	78	70	45	60	125	92	37
AP3S1	743	524	660	1538	1329	799	669	758	75	60	30	97	96	47	53	32
AP4B1	476	414	698	815	613	738	581	652	163	123	191	166	194	195	181	155
AP4E1	783	946	447	360	596	494	498	631	74	109	83	120	135	99	111	81
AP4M1	496	293	668	584	459	717	733	415	105	69	84	78	76	88	118	76
AP5B1	668	682	1081	1024	1242	791	922	1043	121	88	94	147	97	85	70	147
AP5M1	1190	1219	897	417	852	721	833	875	90	129	137	65	117	88	117	79
AP5Z1	792	686	1172	919	879	654	913	650	516	328	402	259	235	212	296	257
APAF1	1692	794	1171	914	1198	1011	1134	844	101	106	133	90	167	102	138	63
APBA3	534	368	686	731	487	462	505	570	171	102	193	140	126	152	162	204
APBB1	682	171	966	558	811	737	572	425	213	63	162	123	181	237	150	96
APBB1IP	4565	2867	8292	4028	4696	4833	4133	3364	2525	1690	3061	1325	1635	1491	1442	1129
APBB2	363	644	323	864	309	472	293	1090	78	122	53	100	31	100	53	99
APC	1111	1866	734	438	606	485	621	984	152	163	333	200	310	211	302	270
APEH	2265	1662	2919	4337	2395	3481	3770	3026	755	494	523	585	401	619	588	713
APEX1	6600	3483	8450	6929	5708	8562	7575	6849	1369	912	1104	689	860	1210	963	880
APEX2	766	711	1291	1344	1000	1564	1308	1515	178	155	185	195	151	219	174	276
APH1A	2739	1852	4080	5810	5048	3381	4211	3133	316	241	323	581	695	550	863	436
APH1B	347	682	831	557	986	527	572	736	57	131	137	59	118	53	49	101
API5	4155	3398	2792	2152	3007	2850	3273	2688	882	838	586	641	664	655	603	397
APIP	1049	737	906	499	499	661	1082	744	302	280	217	110	117	148	223	89
APLF	235	242	198	75	167	140	110	121	20	31	41	22	56	31	46	36
APLP2	2497	2513	3528	4201	3517	3463	3337	1907	969	1334	617	745	725	632	539	476
APMAP	987	1479	1970	1448	1398	1227	1419	1521	179	362	203	192	173	152	212	250
APOA1BP	969	853	1497	1291	1465	1347	1497	1320	363	239	231	294	254	271	421	343
APOBEC3B	38	69	39	119	42	95	67	194	70	128	77	127	55	85	122	103
APOBEC3C	2805	1011	4255	3160	3667	3926	4779	3841	634	392	716	346	487	474	527	436
APOBEC3D	914	349	1286	1283	927	1374	1626	1123	151	108	159	158	122	174	253	170
APOBEC3F	902	332	1457	1142	1150	1430	1368	1560	166	149	241	134	167	190	205	185
APOBEC3G	2733	1409	5111	2751	3700	3299	4432	4912	634	440	599	539	649	633	873	727
APOL1	1089	1333	3580	3397	784	2658	2983	4319	398	481	510	335	151	386	361	701
APOL2	827	767	2575	2572	1213	1463	3069	2566	144	141	246	214	147	187	331	389
APOL3	641	547	982	1292	837	1485	1713	3116	74	130	112	123	92	135	141	268
APOL6	2862	2050	5555	2056	967	5471	11049	5692	170	138	301	138	60	270	350	271
APOO	163	161	109	185	121	228	172	96	69	56	40	31	30	25	31	32
APOOL	951	661	419	255	512	218	591	594	93	78	104	42	72	41	34	46
APOPT1	483	343	823	323	503	548	501	281	41	58	68	37	77	60	94	34
APP	734	6695	2157	4999	483	4130	5278	13475	617	3078	381	1049	115	691	661	2337
APPBP2	1842	796	1181	1015	1345	966	1536	1181	178	147	210	178	177	161	174	204
APPL1	4391	3239	2374	1093	1092	1776	2569	2477	430	425	447	341	291	422	512	462
APPL2	560	521	553	432	398	429	519	557	36	54	40	53	48	51	57	57
APRT	1243	1110	1417	1748	786	1659	1830	960	704	332	239	272	167	468	607	265
APTX	649	577	901	822	803	984	851	701	116	111	97	115	125	119	144	106
AQR	1893	1419	1578	1033	1402	1624	1538	1033	888	649	782	472	689	705	591	354
ARAF	1550	1355	2570	2405	1799	1789	2138	2128	252	193	387	350	373	435	516	546
ARAP1	3513	2317	5975	4609	3925	4003	4460	4154	969	453	986	570	575	678	519	757
ARAP2	1346	3012	1012	586	1052	540	1011	1059	55	253	210	225	389	137	227	220
ARCN1	6592	3832	7490	5724	8106	6222	8403	8058	1533	1397	1091	1382	1260	1023	968	1066
AREL1	1852	1516	2731	2420	2800	2771	3073	2152	153	109	188	225	244	204	237	194
ARF1	9550	6507	12647	9993	7194	9876	13065	12354	1823	1378	1560	870	598	991	1034	1351
ARF3	4383	3262	6791	7138	5614	6889	7186	5537	627	541	508	354	339	346	251	316
ARF4	2716	1707	2881	3725	4436	2877	3483	2665	403	403	378	298	431	274	184	298
ARF5	2290	1290	2657	4684	2985	2544	2649	1998	720	464	423	443	449	445	555	277
ARF6	13454	6186	12132	7571	9570	7765	11990	6945	1265	676	1107	810	848	856	1167	758
ARFGAP1	1240	879	1727	2248	1633	1357	1599	1695	204	130	136	137	125	92	108	139
ARFGAP2	3291	1863	4759	4934	4476	5043	5332	4688	977	545	521	504	393	490	388	463
ARFGAP3	1678	1121	1443	724	3198	874	1194	1126	227	201	256	207	518	139	170	172
ARFGEF1	2743	2085	1819	1182	2061	1317	1671	1393	433	400	615	421	761	437	483	362
ARFGEF2	4880	4183	4637	2746	4832	3537	4795	4420	482	466	756	544	707	550	645	684
ARFIP1	874	462	542	354	739	410	597	372	98	113	94	88	118	85	63	56
ARFIP2	854	580	1185	1315	1210	894	1275	1407	136	75	126	102	120	104	141	145
ARFRP1	601	644	780	1025	628	761	798	537	200	168	130	101	104	148	140	75
ARGLU1	3612	3004	3640	1628	2781	2944	2801	2608	220	285	291	197	175	196	173	249
ARHGAP1	1230	780	2148	2411	1727	1704	1876	2345	684	473	675	505	375	393	380	672
ARHGAP12	1137	849	596	257	683	288	466	562	127	105	135	112	168	93	128	102
ARHGAP15	2581	1191	2095	792	1383	1374	1783	2033	689	390	711	344	370	378	331	466
ARHGAP17	2422	835	6191	2124	4141	2809	3034	2792	738	246	1195	415	954	562	726	603
ARHGAP19	616	751	713	693	936	856	783	1009	79	142	102	140	123	117	80	134
ARHGAP24	2210	427	4378	894	1840	1415	1339	2791	859	123	1263	347	579	495	333	592
ARHGAP25	18923	7295	27669	12277	16622	17181	20410	11310	4881	2391	4095	1805	2361	2864	3258	1882
ARHGAP27	481	501	1150	1190	783	961	954	1054	83	89	161	93	96	128	96	182
ARHGAP30	9107	5001	17323	10657	20382	10712	11735	8054	1218	664	1349	940	1663	848	991	746
ARHGAP31	4456	2448	11951	6188	4146	8901	7655	5024	1169	584	1413	800	570	1105	812	1046
ARHGAP35	2128	1351	3061	2816	2233	2254	2637	2289	156	136	151	251	190	177	183	222
ARHGAP4	1525	1245	2105	2459	2464	1971	1652	2410	240	194	263	267	297	264	176	453
ARHGAP42	260	109	114	182	207	115	199	186	96	46	39	114	86	40	82	46
ARHGAP5	1977	3475	871	849	804	832	988	1247	153	201	143	238	246	231	310	131
ARHGAP9	807	624	1611	1189	1760	949	1117	1295	264	167	412	226	361	235	282	371
ARHGDIA	9504	5402	11200	16203	9937	9993	11888	8744	2967	1285	2345	1480	1473	1758	1779	1567
ARHGDIB	11812	5490	12622	14308	12029	14656	8552	11013	2696	1671	1115	2039	1374	1560	822	1317
ARHGEF1	2436	1593	3144	5107	2848	2774	3591	2936	1184	612	809	1020	666	657	951	1127
ARHGEF12	2694	1751	2212	1607	1582	3078	2192	1335	119	104	167	146	135	336	200	148
ARHGEF18	2960	1809	4385	3478	2342	3393	3873	2741	843	459	660	389	311	482	554	456
ARHGEF2	8317	3374	14048	9879	13405	9808	8970	4461	2876	1147	2447	1326	2394	1742	1690	890
ARHGEF3	1119	733	2873	1436	1655	1225	2713	6069	290	181	573	304	293	212	450	919
ARHGEF6	1677	1476	1743	877	1298	1102	1572	2096	198	252	315	199	219	177	191	333
ARHGEF7	2339	1619	4259	2221	2622	2573	3508	2825	519	379	639	290	417	332	430	367
ARID1A	4805	3209	6721	7870	5157	5978	6410	4720	2059	955	2150	1361	1505	1540	1473	1592
ARID1B	3116	2174	3990	3496	3121	3026	3557	3073	815	465	1036	676	685	717	682	951
ARID2	2084	1819	1150	1245	1104	1056	1266	1308	392	289	413	335	385	341	324	303
ARID3A	2020	600	2959	2291	3317	1426	2050	1572	560	115	522	408	382	212	246	365
ARID3B	1088	628	2028	1027	549	1380	1541	1353	150	78	178	85	62	146	135	118
ARID4A	1901	1757	983	506	992	687	571	726	227	169	238	205	314	239	167	156
ARID4B	4699	4305	2501	1029	1072	1661	1942	1831	675	528	792	415	408	600	653	464
ARID5A	5556	6232	6572	8285	3592	8320	8498	4089	1759	947	1147	1080	738	1458	1535	1393
ARID5B	7131	2654	5870	3363	4316	4828	7625	4134	1081	408	1342	775	755	984	1226	981
ARIH1	3018	2144	2558	2743	3144	2737	3150	1531	437	351	355	376	451	372	382	216
ARIH2	2258	1729	3388	2878	2845	2750	3141	2567	184	204	218	229	275	275	353	207
ARL1	2088	1898	1687	2121	2567	1642	2155	1764	300	335	246	295	350	273	138	186
ARL13B	314	513	248	122	180	184	201	249	58	79	43	30	39	47	47	21
ARL14EP	1644	1015	1061	456	722	617	1229	845	185	158	154	95	99	78	117	104
ARL2	1720	954	1361	1541	691	1778	2027	990	1478	772	776	408	257	744	897	559
ARL2BP	677	570	996	581	1055	676	738	706	82	107	59	55	65	61	73	30
ARL3	631	191	617	534	586	500	641	382	95	49	62	60	71	50	100	36
ARL5B	496	551	310	275	324	348	570	542	46	38	43	57	36	37	73	71
ARL6IP1	4599	3907	4966	3461	5967	3433	4394	3779	604	991	884	568	1004	641	365	474
ARL6IP4	4991	2112	5586	4065	4166	4932	5381	4222	589	249	601	314	325	455	439	645
ARL6IP5	3529	2630	3338	2533	3178	2617	2618	3116	1047	661	806	539	655	526	460	506
ARL6IP6	464	624	642	834	1082	1111	664	638	80	164	103	132	188	159	94	116
ARL8A	1330	667	1708	2105	2850	1190	1564	1071	506	295	460	362	571	309	364	239
ARL8B	4003	4640	3118	2534	5153	2937	3640	1646	576	623	324	347	396	306	226	160
ARMC1	1681	1212	1184	1109	1376	1304	1631	1378	209	192	207	173	203	210	128	154
ARMC10	847	627	861	579	696	868	869	619	46	33	46	44	44	62	97	41
ARMC5	501	295	677	584	330	648	624	412	214	86	141	107	59	146	116	132
ARMC6	1039	795	936	2091	765	1585	1793	1481	334	272	208	287	121	271	283	348
ARMC8	1796	975	1387	974	1389	1184	1516	1158	322	194	292	213	330	206	212	158
ARMCX2	363	255	892	310	752	648	389	731	42	49	139	34	92	67	47	105
ARMCX3	1969	730	1876	869	2094	1351	1615	856	319	122	187	137	227	108	177	78
ARMCX5	293	178	359	133	203	234	291	301	56	34	61	33	42	38	64	47
ARMCX6	543	341	1143	467	944	674	588	679	54	42	39	41	43	44	32	27
ARMT1	970	845	579	353	683	584	642	481	230	247	198	140	199	154	93	98
ARNT	2127	1094	3729	2688	3551	3124	2881	2527	603	309	729	531	693	541	622	539
ARNTL	221	380	347	815	561	379	640	353	22	46	31	58	71	25	65	43
ARPC1A	1855	975	2122	1951	1171	2009	2445	1496	224	120	209	231	171	291	572	187
ARPC1B	5929	5210	7657	8948	5659	5759	5691	5310	3499	2471	2536	2456	2142	2486	2837	2253
ARPC2	25555	13386	27617	20701	18415	26193	26099	18603	5841	3146	4833	3105	3149	4054	4092	3099
ARPC3	3878	5349	2859	5111	6206	4367	4530	5123	1716	3636	1435	1730	1644	1317	827	907
ARPC4	7213	3166	8787	6184	4414	5425	7042	4090	467	356	594	304	361	482	538	336
ARPC5	5356	4606	6702	7965	8391	5813	5369	5396	1125	1531	897	964	1222	897	720	554
ARPC5L	2404	1528	3328	2934	3962	3988	3351	2265	482	353	350	309	357	395	398	224
ARPP19	12429	6563	10766	5080	6897	7586	11684	7866	308	329	383	201	239	209	255	250
ARRB2	1394	2665	2057	2224	1734	1932	2204	1615	268	449	289	292	293	343	438	315
ARRDC1	453	534	525	553	528	456	536	385	186	152	138	120	136	121	193	144
ARRDC2	633	583	1052	1170	2240	785	1027	462	78	58	75	90	146	62	94	62
ARSA	136	281	229	396	226	179	253	354	98	139	101	84	63	69	90	150
ARSB	937	882	1510	1128	580	1409	1606	1146	318	306	392	217	120	308	408	317
ARSG	175	174	467	201	190	364	354	330	34	24	45	30	25	57	64	53
ASAH1	3567	2383	2906	1589	4968	1631	2295	2041	453	510	461	377	671	220	368	322
ASAP1	2680	2066	2695	2516	2322	2685	2157	806	728	489	525	545	608	584	462	202
ASB1	1226	834	2586	1374	1471	1801	1849	1409	76	41	80	81	71	89	143	107
ASB6	881	453	1185	1116	1140	1023	1308	902	110	70	116	101	91	91	96	119
ASB7	1304	596	1571	660	1143	1083	1580	988	88	78	92	71	83	78	142	61
ASB8	1162	707	1368	1464	1211	1206	1323	1132	133	113	151	119	128	123	178	112
ASCC1	2636	1419	2989	1473	4048	2293	2928	1031	313	273	291	217	412	283	381	120
ASCC2	1742	1126	3088	2358	1939	2538	2699	1946	511	284	514	370	348	426	396	426
ASCC3	3434	2663	2346	1158	1960	2039	2049	2111	838	592	844	655	797	873	870	576
ASF1A	681	310	479	320	224	554	307	575	116	56	150	95	76	162	80	152
ASF1B	132	850	328	1525	805	1622	281	1861	85	281	63	325	113	206	43	331
ASH1L	4847	3006	4070	1724	3751	2360	3625	3014	445	222	1022	497	881	559	605	826
ASH2L	1136	937	1444	1971	1554	1563	1381	1713	457	288	319	341	268	311	262	369
ASL	379	221	411	841	771	464	300	353	231	83	181	201	226	174	141	172
ASNA1	1478	1033	2170	4622	2331	1912	2433	2042	432	357	373	452	349	348	416	452
ASNS	2943	3281	4305	2356	4122	5264	4010	1594	1134	1686	893	577	744	927	649	373
ASNSD1	3641	1739	2236	902	1386	1959	2277	1821	115	80	82	80	71	95	181	77
ASPHD2	828	357	1687	723	1195	1059	2031	332	112	39	127	80	154	139	264	48
ASPSCR1	395	276	560	825	441	494	501	678	123	73	91	132	68	97	121	173
ASTE1	293	233	298	296	273	285	234	426	55	41	46	46	40	53	51	49
ASUN	1596	1161	792	891	805	1056	1665	923	192	208	124	202	208	205	265	114
ASXL1	5047	2892	10871	5993	8915	7120	7920	6352	798	423	1206	601	1041	730	657	806
ASXL2	1835	1945	2177	1341	1966	1936	2357	1646	320	302	532	324	479	396	420	340
ATAD1	1555	1274	948	599	1134	1135	1271	412	310	330	259	188	285	288	241	94
ATAD2	621	2208	364	736	959	913	494	1222	94	436	131	369	393	466	161	267
ATAD2B	1829	1116	1058	673	867	796	1060	928	155	128	200	193	234	185	186	172
ATAD3A	412	681	426	1273	533	665	724	578	88	162	77	154	78	112	167	125
ATAD3B	386	394	372	699	375	562	512	300	64	67	53	81	59	111	88	59
ATAD5	420	1808	294	313	212	567	397	780	74	174	93	155	111	229	124	140
ATE1	739	623	532	282	722	413	502	545	100	86	122	93	125	81	90	111
ATF1	1168	900	669	529	740	647	956	698	170	180	150	108	175	129	128	82
ATF2	3096	1640	2041	1218	2438	1551	2159	1623	313	169	431	246	460	254	339	266
ATF3	1418	2327	2045	2174	1613	2930	4252	1349	182	377	164	145	127	194	223	105
ATF4	13070	15468	21579	9813	18548	18996	19882	7110	552	1128	971	550	1434	1392	2344	417
ATF5	36842	19976	66424	13093	21085	24653	68531	20348	2218	707	3080	611	1043	1065	3370	1510
ATF6	2754	1689	3493	1682	3969	2417	2803	1967	534	485	554	351	671	354	394	311
ATF6B	2186	1560	3968	3319	2954	3005	3972	3411	1012	534	791	537	574	494	614	728
ATF7	1038	779	1591	1790	1126	1839	1947	1317	213	157	223	213	154	222	184	241
ATF7IP	7602	5523	7012	3375	2921	5941	7095	7756	1743	1379	2230	1150	1143	1645	1278	1646
ATG101	812	587	1058	1265	1163	880	909	594	241	140	117	141	162	135	141	76
ATG12	1799	923	1308	1041	1243	1418	1515	1119	188	154	148	117	129	180	135	68
ATG13	1981	1591	3964	2775	3115	2682	3524	3054	161	212	252	235	245	230	340	278
ATG16L1	725	561	1116	1170	1182	913	1121	1042	85	97	77	109	99	67	108	109
ATG16L2	323	522	293	642	509	539	228	358	29	41	26	50	48	57	23	65
ATG2A	628	436	751	1411	745	793	980	780	288	153	253	221	192	189	212	260
ATG2B	1857	1399	1424	971	1431	1114	1354	1176	194	186	318	194	306	214	246	222
ATG3	1679	1510	1257	2184	1626	1886	1680	1061	212	407	123	316	288	270	227	165
ATG4A	566	305	557	437	563	558	601	395	66	33	42	40	70	36	64	25
ATG4B	1067	727	1530	1696	1469	1085	1389	1336	488	391	413	328	340	290	341	307
ATG4C	551	333	352	202	394	282	340	359	89	84	93	90	105	72	97	101
ATG4D	446	226	603	879	544	492	625	632	53	24	72	69	64	53	76	101
ATG5	1219	798	891	628	910	737	600	696	120	148	136	134	149	91	72	124
ATG7	620	525	1008	902	822	1108	904	691	153	218	177	157	169	189	142	120
ATG9A	1212	805	1569	1772	1263	1484	1909	1275	234	103	214	177	154	184	215	197
ATHL1	297	283	219	363	207	401	345	356	57	36	34	56	28	58	39	88
ATIC	3073	2563	3809	5027	4059	5776	4930	3320	1608	1365	1063	1120	984	1391	1349	921
ATL2	1515	1015	790	1160	1155	1053	1169	1112	215	173	120	202	190	147	191	137
ATL3	1885	1091	2089	1554	2144	1617	1863	2064	280	372	356	339	479	306	296	315
ATM	2880	3471	2253	679	2272	1476	1201	2002	526	534	1004	435	1051	568	497	540
ATMIN	1420	1137	1373	872	1386	934	1378	1430	54	49	74	96	124	103	174	95
ATN1	2046	1506	2742	3706	2090	2579	3129	2375	432	182	464	467	436	412	371	654
ATOX1	396	659	501	625	525	384	408	653	438	589	269	255	269	192	129	198
ATP10D	517	226	1210	422	1294	946	915	883	58	34	190	83	181	112	86	140
ATP11A	2368	3112	4111	3688	2290	4229	4106	2439	319	428	385	301	319	353	337	386
ATP11B	3318	3076	1875	1376	2638	1617	2622	2091	186	263	347	422	626	392	588	295
ATP11C	1094	1131	759	356	500	449	770	688	116	117	165	139	167	131	194	114
ATP13A1	1912	1477	2720	3355	2229	2216	3557	3033	450	308	608	571	435	471	686	880
ATP13A2	593	451	1040	998	1012	680	1068	670	118	67	154	119	163	107	138	151
ATP13A3	5737	7079	2751	2027	4389	2734	3847	2476	199	549	280	350	542	397	356	251
ATP1A1	5884	6644	9079	18236	13813	10933	8171	9890	1728	2307	1676	2538	2474	1845	1303	2119
ATP1A3	190	38	295	631	325	282	464	199	87	38	62	108	51	89	99	64
ATP1B1	1394	651	1623	275	550	855	409	427	303	210	332	74	118	144	58	91
ATP1B3	1986	2628	2065	2496	3301	2099	2003	1602	474	1090	274	419	603	289	183	240
ATP2A2	4958	6984	6437	9075	6858	6305	9774	6141	1288	2488	1042	1976	1349	1246	1754	1432
ATP2A3	3746	2047	4198	5721	4463	3086	3522	5753	665	476	585	789	596	471	344	1076
ATP2B1	26991	12350	8448	7288	3132	9268	11688	4569	1532	946	1144	1527	884	1780	2133	891
ATP2B4	2885	2996	3001	1987	245	3501	2841	3029	568	660	405	234	45	389	249	439
ATP2C1	3849	2580	3263	2346	2347	2702	3799	2688	229	319	277	322	342	310	572	282
ATP5A1	15419	8501	18240	15597	15652	16342	18671	13407	4913	3557	3738	2967	3332	3590	4561	2581
ATP5B	23149	20615	25935	47698	25802	34533	40398	20762	7044	7907	4623	5905	4472	5641	7461	4543
ATP5C1	3250	2009	2741	3163	3002	3972	3956	3017	1049	1010	946	708	683	800	789	719
ATP5D	1183	1124	1106	2120	1182	1274	1133	1250	271	217	219	279	226	408	394	346
ATP5E	371	75	460	186	308	302	217	238	1248	1078	601	678	556	538	265	360
ATP5F1	4467	2875	3316	2915	3379	4589	4305	3087	1798	1314	1247	819	852	1148	769	607
ATP5G1	2174	1104	3126	2397	1507	3124	3930	2331	1138	447	806	379	311	613	472	536
ATP5G2	4631	6168	5574	9956	5334	6162	6720	5339	1204	1600	1192	1165	1269	1457	2025	1219
ATP5G3	5635	3064	5059	11739	6379	6989	8857	5634	2380	1196	1166	1684	1137	1172	989	1144
ATP5H	1977	1288	2509	1857	1715	2369	1883	1744	570	571	477	360	337	474	255	372
ATP5I	593	756	664	772	596	622	681	664	197	325	327	229	302	325	216	526
ATP5J	975	857	1125	1127	1037	1270	1203	1101	369	541	359	302	373	383	231	269
ATP5J2	668	707	786	557	617	761	882	693	202	215	340	134	190	239	154	208
ATP5L	3356	2586	2936	5021	3045	3665	3629	3287	972	818	812	607	503	695	608	566
ATP5O	2533	2025	2840	1892	2009	2382	2233	2443	471	547	489	448	552	545	673	537
ATP5S	243	261	301	214	273	297	298	302	64	63	84	66	60	74	74	98
ATP5SL	1000	686	1201	1471	1019	1546	1529	1195	157	109	110	149	114	166	196	131
ATP6AP1	1531	1750	2009	2834	3013	1644	1925	1825	965	1049	975	728	905	497	624	798
ATP6AP2	2645	1708	2363	1827	2567	2155	2408	1981	650	595	443	372	462	325	230	265
ATP6V0A1	1952	507	3058	1605	3466	1357	1356	1370	458	203	518	280	591	253	208	276
ATP6V0A2	7699	4667	7738	4817	2199	7838	12198	2325	2025	1165	1117	693	435	1265	2591	531
ATP6V0B	2473	1656	3722	4871	3642	2073	2935	2464	362	350	252	301	248	175	313	389
ATP6V0C	1535	1513	1607	3011	2386	1339	1537	1896	875	1015	1048	541	835	651	726	730
ATP6V0D1	2059	1744	3086	3338	4750	2048	2560	1886	1107	1052	1203	731	1324	698	782	654
ATP6V0E1	6870	3261	11273	5046	7601	5945	8016	7207	1520	1075	1826	672	942	738	474	692
ATP6V1A	2972	1747	2548	2366	2530	2962	3140	2552	853	692	604	523	525	560	431	384
ATP6V1B2	2213	2316	3639	3065	3928	2443	3584	2601	682	837	462	443	524	321	368	332
ATP6V1C1	2477	1604	1531	1626	1681	1174	1794	1567	133	248	126	196	184	135	170	123
ATP6V1D	974	522	766	1035	948	692	854	582	214	140	136	131	142	94	108	82
ATP6V1E1	2719	1956	3670	1902	3110	2628	2775	2518	432	492	503	297	424	353	246	308
ATP6V1F	1179	1132	1437	1887	1567	1303	1260	1526	214	255	232	196	183	229	264	260
ATP6V1G1	1209	1276	1318	1325	1503	1062	1238	1103	374	439	271	208	216	137	138	230
ATP6V1H	1237	870	1663	1722	1796	1412	1577	1384	355	351	326	330	361	279	207	276
ATP7A	969	397	620	369	648	465	569	661	162	86	184	120	168	124	132	98
ATP8A1	3874	3749	3468	1505	1422	3040	3758	2564	524	429	685	489	417	744	877	461
ATP8B2	1995	903	3704	3506	2535	3543	3273	2161	138	86	329	249	287	379	288	339
ATP9B	492	400	914	644	1007	570	733	531	177	125	210	159	179	117	155	188
ATPAF1	1001	1204	1401	1154	1046	1731	1456	2541	207	339	215	246	144	261	282	336
ATPAF2	458	229	489	980	440	597	538	571	136	60	82	91	71	97	73	98
ATPIF1	863	677	1565	712	785	957	835	1120	412	370	477	232	244	366	166	281
ATR	1200	1995	765	614	773	872	815	852	221	312	326	302	445	333	368	266
ATRAID	716	614	873	1072	753	797	747	1047	291	307	378	250	267	324	330	398
ATRIP	286	197	492	455	346	500	515	367	63	68	70	71	61	79	121	84
ATRN	2605	1377	3383	2094	1067	2673	4386	2179	423	257	298	263	140	305	517	362
ATRX	2726	5241	2546	895	1953	1678	1787	1942	403	489	651	431	775	557	605	416
ATXN1	3383	1128	4238	1647	4168	1971	2554	721	199	58	386	94	400	202	301	101
ATXN10	1903	1080	2573	1654	2252	2067	2433	1471	780	479	578	509	623	498	562	423
