	A	B	C	D
TBCA	6	3	3	1
TBCB	137	116	94	123
TBCC	2	5	1	4
TBCCD1	14	19	10	14
TBCD	62	66	59	63
TBCE	228	218	235	220
TBCEL	2	2	5	3
TBCK	8	12	8	5
TBK1	4	13	6	7
TBKBP1	0	2	0	1
TBL1X	4	14	14	11
TBL1XR1	17	19	13	14
TBL1Y	0	0	1	0
TBL2	2	5	1	6
TBL3	1	2	0	0
TBP	5	10	7	7
TBPL1	1	3	3	0
TBPL2	0	0	0	0
TBR1	0	0	0	0
TBRG1	40	35	24	34
TBRG4	0	5	1	3
TBX1	3	12	1	6
TBX10	0	1	0	3
TBX15	0	0	0	0
TBX18	4	4	3	1
TBX19	0	0	0	0
TBX2	0	0	0	0
TBX2-AS1	0	1	0	0
TBX20	0	0	0	0
TBX21	0	0	0	0
TBX22	0	0	0	0
TBX3	24	35	35	31
TBX4	0	0	0	0
TBX5	0	0	0	0
TBX5-AS1	0	0	0	0
TBX6	1	1	2	3
TBXA2R	14	14	12	18
TBXAS1	0	2	0	1
TC2N	0	0	0	0
TCAF1	51	29	11	13
TCAF2	40	59	47	48
TCAF2P1	12	26	20	22
TCAIM	6	4	2	3
TCAM1P	10	8	6	6
TCAP	0	0	0	0
TCEA1	5	7	6	4
TCEA2	3	3	1	3
TCEA3	0	0	0	0
TCEAL1	3	5	3	1
TCEAL2	0	0	0	0
TCEAL3	23	30	24	29
TCEAL4	50	88	52	60
TCEAL5	1	0	0	0
TCEAL6	1	5	7	5
TCEAL7	0	0	0	0
TCEAL8	9	15	5	7
TCEANC	3	0	1	1
TCEANC2	15	13	11	15
TCEB1	25	36	16	24
TCEB2	4	4	4	2
TCEB3	68	103	108	91
TCEB3-AS1	854	997	996	1071
TCEB3B	0	0	0	0
TCEB3C	0	0	0	0
TCEB3CL	0	0	0	0
TCEB3CL2	0	0	0	0
TCERG1	21	32	15	15
TCERG1L	0	0	0	0
TCERG1L-AS1	0	0	0	0
TCF12	15	21	6	9
TCF15	0	0	0	0
TCF19	47	24	23	33
TCF20	14	22	8	16
TCF21	0	0	0	1
TCF23	0	0	0	0
TCF24	0	0	0	0
TCF25	4	9	7	12
TCF3	41	43	27	47
TCF4	3	4	1	5
TCF7	9	4	3	5
TCF7L1	21	10	7	14
TCF7L2	6	11	8	6
TCFL5	29	16	15	10
TCHH	0	0	1	1
TCHHL1	0	0	0	0
TCHP	15	16	11	21
TCIRG1	2	3	0	2
TCL1A	0	0	0	0
TCL1B	0	0	0	0
TCL6	0	4	0	0
TCN1	0	0	0	3
TCN2	0	1	2	0
TCOF1	47	43	19	53
TCONS_00029157	0	0	0	0
TCP1	1979	2068	1542	1503
TCP10	0	0	0	0
TCP10L	0	0	0	0
TCP10L2	0	0	0	0
TCP11	0	0	0	0
TCP11L1	3	2	2	0
TCP11L2	1	1	0	0
TCP11X2	1	2	0	2
TCTA	15	15	10	17
TCTE1	0	0	0	0
TCTE3	0	1	0	0
TCTEX1D1	0	0	0	0
TCTEX1D2	1	1	0	0
TCTEX1D4	53	50	54	48
TCTN1	3	0	0	1
TCTN2	7	15	5	3
TCTN3	0	0	2	2
TDG	7	4	2	1
TDGF1	3	3	3	4
TDGF1P3	4	5	4	1
TDH	0	0	0	0
TDO2	0	0	0	0
TDP1	7	8	5	10
TDP2	2	3	6	0
TDRD1	2	3	0	0
TDRD10	0	0	0	0
TDRD12	0	0	0	0
TDRD15	0	0	0	0
TDRD3	0	3	1	2
TDRD5	0	0	0	0
TDRD6	6	5	6	3
TDRD7	4	3	1	2
TDRD9	0	0	0	0
TDRG1	0	0	0	0
TDRKH	1	2	0	2
TDRP	3	5	1	2
TEAD1	10	20	7	13
TEAD2	10	15	4	13
TEAD3	1	8	2	1
TEAD4	8	10	3	7
TEC	0	0	0	0
TECPR1	6	8	4	6
TECPR2	60	61	49	40
TECR	18	33	12	7
TECRL	2	1	0	2
TECTA	0	0	0	0
TECTB	0	0	0	0
TEDDM1	1	1	0	4
TEF	2	1	1	0
TEFM	59	57	47	54
TEK	0	1	0	0
TEKT1	0	0	0	0
TEKT2	2	0	0	0
TEKT3	0	0	0	0
TEKT4	0	0	0	0
TEKT4P2	1	1	0	4
TEKT5	0	0	0	0
TELO2	3	6	5	5
TEN1	0	0	0	0
TEN1-CDK3	0	0	0	0
TENM1	1	0	2	0
TENM2	2	2	1	0
TENM3	13	28	19	9
TENM4	3	5	2	3
TEP1	21	23	15	25
TEPP	0	0	0	0
TERC	0	0	1	0
TERF1	37	13	14	14
TERF2	23	32	15	21
TERF2IP	73	82	50	77
TERT	0	1	0	0
TES	19	21	18	12
TESC	0	0	0	0
TESC-AS1	0	0	0	0
TESK1	3	3	3	3
TESK2	104	93	132	124
TESPA1	0	0	0	2
TET1	2	2	0	0
TET2	10	12	13	13
TET2-AS1	0	1	0	0
TET3	8	8	3	1
TEX10	48	53	30	36
TEX101	4	9	3	2
TEX11	3	7	4	5
TEX12	0	0	0	0
TEX13A	0	0	0	0
TEX13B	0	0	0	0
TEX14	0	1	0	1
TEX15	0	0	0	0
TEX19	0	0	0	0
TEX2	46	51	54	60
TEX21P	0	0	0	0
TEX22	0	0	0	0
TEX26	0	0	0	0
TEX26-AS1	1	2	2	1
TEX261	5	7	2	4
TEX264	2	2	2	1
TEX28	0	0	0	0
TEX29	0	0	0	0
TEX30	0	1	0	0
TEX33	0	0	0	0
TEX35	1	0	0	2
TEX36	0	0	0	0
TEX36-AS1	0	0	0	0
TEX37	0	0	0	0
TEX38	0	0	0	0
TEX40	1	0	2	0
TEX41	0	0	1	2
TEX43	0	0	0	0
TEX9	0	0	0	0
TF	0	0	0	0
TFAM	15	9	5	15
TFAMP1	3	5	2	5
TFAP2A	13	12	10	8
TFAP2A-AS1	32	28	32	52
TFAP2B	0	0	0	0
TFAP2C	5	7	4	4
TFAP2D	0	0	0	0
TFAP2E	12	10	10	13
TFAP4	4	3	2	4
TFB1M	90	86	63	38
TFB2M	4	6	3	6
TFCP2	7	12	4	3
TFCP2L1	1	0	0	0
TFDP1	3	17	7	8
TFDP2	65	86	55	60
TFDP3	0	0	0	0
TFE3	15	21	7	13
TFEB	0	1	0	0
TFEC	0	0	0	0
TFF1	0	0	0	0
TFF2	0	0	0	0
TFF3	0	0	0	0
TFG	38	14	17	20
TFIP11	366	394	396	371
TFPI	7	9	3	8
TFPI2	1	1	3	1
TFPT	61	73	61	61
TFR2	2	1	0	1
TFRC	31	81	23	28
TG	0	0	0	0
TGDS	0	0	0	0
TGFA	7	13	10	7
TGFA-IT1	0	0	0	0
TGFB1	16	22	17	21
TGFB1I1	6	3	2	1
TGFB2	2	2	1	0
TGFB2-AS1	25	21	9	16
TGFB2-OT1	0	0	0	0
TGFB3	14	24	16	15
TGFBI	366	502	208	204
TGFBR1	13	13	10	14
TGFBR2	13	13	7	14
TGFBR3	12	15	14	17
TGFBR3L	19	13	18	18
TGFBRAP1	4	4	7	3
TGIF1	9	11	4	10
TGIF2	11	7	11	7
TGIF2-C20orf24	0	0	0	0
TGIF2LX	0	0	0	0
TGIF2LY	0	0	0	0
TGM1	1	1	0	0
TGM2	7	2	5	8
TGM3	0	0	0	0
TGM4	2	6	0	1
TGM5	0	0	0	0
TGM6	0	0	0	0
TGM7	0	0	0	0
TGOLN2	53	54	24	37
TGS1	7	11	7	17
TH	0	0	0	0
TH2LCRR	34	49	39	40
THADA	7	12	6	17
THAP1	2	1	1	2
THAP10	1	1	1	2
THAP11	39	67	66	47
THAP2	1	1	2	0
THAP3	1865	1848	1975	1815
THAP4	10	8	5	6
THAP5	3	4	3	6
THAP6	13	5	8	12
THAP7	1	4	0	5
THAP7-AS1	66	71	54	35
THAP8	11	11	5	8
THAP9	11	4	6	7
THAP9-AS1	6	15	7	10
THBD	0	0	0	0
THBS1	45	105	71	82
THBS2	33	27	40	36
THBS3	91	105	67	76
THBS4	1	1	1	0
THCAT155	0	0	0	0
THCAT158	7	0	3	2
THEG	0	0	0	0
THEG5	0	0	0	0
THEGL	0	0	0	0
THEM4	45	43	36	40
THEM5	3	2	1	0
THEM6	2	9	2	3
THEMIS	1	1	0	1
THEMIS2	0	1	3	1
THG1L	2	6	2	8
THNSL1	4	3	6	3
THNSL2	0	0	0	0
THOC1	27	30	21	27
THOC2	20	17	9	14
THOC3	11	27	17	16
THOC5	7	7	12	3
THOC6	69	61	48	60
THOC7	8	13	11	9
THOC7-AS1	3	4	7	4
THOP1	15	16	9	10
THPO	1	4	1	0
THRA	157	136	109	106
THRA1/BTR	0	0	0	0
THRAP3	45	85	39	34
THRB	7	2	5	0
THRB-AS1	0	0	0	0
THRIL	1440	1198	1098	1125
THRSP	6	4	2	4
THSD1	0	1	0	0
THSD4	2	9	0	3
THSD4-AS1	0	0	0	1
THSD4-AS2	0	0	0	2
THSD7A	0	0	0	0
THSD7B	0	1	2	1
THTPA	1	6	3	6
THUMPD1	6	3	4	4
THUMPD2	5	2	1	0
THUMPD3	110	98	73	81
THUMPD3-AS1	9	9	10	5
THY1	1	0	0	1
THYN1	2	8	2	2
TIA1	2	6	1	2
TIAF1	0	0	0	0
TIAL1	22	37	16	19
TIAM1	1	1	1	1
TIAM2	156	126	149	130
TICAM1	1	1	4	0
TICAM2	1	1	1	0
TICRR	51	68	34	48
TIE1	9	10	4	11
TIFA	0	1	0	1
TIFAB	0	0	0	0
TIGAR	36	37	32	25
TIGD1	45	49	42	41
TIGD2	0	2	0	0
TIGD3	0	0	0	0
TIGD4	0	0	0	0
TIGD5	4	3	2	3
TIGD6	266	233	211	237
TIGD7	55	48	76	76
TIGIT	0	0	0	0
TIMD4	0	0	0	0
TIMELESS	26	59	20	30
TIMM10	10	13	5	4
TIMM10B	23	23	18	21
TIMM13	7	3	1	2
TIMM17A	12	18	7	18
TIMM17B	209	250	207	267
TIMM21	3	3	2	3
TIMM22	9	6	8	6
TIMM23	4	8	1	10
TIMM23B	0	0	0	0
TIMM44	2	16	6	3
TIMM50	13	21	6	9
TIMM8A	0	1	1	0
TIMM8B	68	80	90	88
TIMM9	3	2	0	1
TIMMDC1	2	8	3	3
TIMP1	2	2	1	1
TIMP2	78	104	29	41
TIMP3	10	28	12	12
TIMP4	0	0	0	0
TINAG	0	0	0	0
TINAGL1	3	3	2	1
TINCR	18	12	14	16
TINF2	62	66	53	44
TIPARP	4	12	2	1
TIPARP-AS1	50	57	30	39
TIPIN	2	6	2	5
TIPRL	14	17	7	3
TIRAP	71	73	67	74
TISP43	0	0	0	0
TJAP1	1	5	2	1
TJP1	26	34	21	27
TJP2	7	7	5	6
TJP3	1	1	4	0
TK1	2	12	5	2
TK2	1	4	2	1
TKFC	9	6	7	10
TKT	135	233	159	164
TKTL1	0	0	0	0
TKTL2	0	0	0	0
TLCD1	16	20	19	20
TLCD2	65	51	58	49
TLDC1	21	31	17	26
TLDC2	205	326	280	238
TLE1	7	3	2	3
TLE2	0	0	0	0
TLE3	4	8	1	8
TLE4	1	0	0	1
TLE6	0	0	0	0
TLK1	6	15	4	10
TLK2	19	30	23	29
TLL1	0	0	0	0
TLL2	5	8	8	5
TLN1	61	92	35	37
TLN2	8	10	12	3
TLR1	0	0	0	0
TLR10	17	14	11	22
TLR2	12	12	17	17
TLR3	0	0	0	0
TLR4	2	5	3	1
TLR5	1	0	0	1
TLR6	27	30	17	15
TLR7	29	32	26	24
TLR8	0	0	2	4
TLR8-AS1	10	11	7	7
TLR9	2	0	1	2
TLX1	0	0	0	0
TLX1NB	0	0	0	0
TLX2	0	1	0	1
TLX3	0	0	0	0
TM2D1	1	0	1	3
TM2D2	2	7	5	1
TM2D3	9	5	3	5
TM4SF1	37	45	32	41
TM4SF1-AS1	0	2	2	0
TM4SF18	1	0	0	0
TM4SF19	0	0	0	2
TM4SF19-AS1	67	80	106	96
TM4SF19-TCTEX1D2	0	0	0	0
TM4SF20	3	5	1	2
TM4SF4	1	0	0	1
TM4SF5	0	0	0	0
TM6SF1	210	123	134	124
TM6SF2	0	0	0	0
TM7SF2	1	3	2	1
TM7SF3	14	18	10	10
TM9SF1	6	14	6	12
TM9SF2	12	24	6	12
TM9SF3	85	51	67	59
TM9SF4	10	12	13	12
TMA16	5	3	3	2
TMA7	95	109	62	120
TMBIM1	20	39	11	31
TMBIM4	7	20	7	8
TMBIM6	22	61	33	22
TMC1	1	2	1	2
TMC2	0	1	0	0
TMC3	6	15	6	5
TMC3-AS1	0	0	0	0
TMC4	6	14	13	11
TMC5	17	22	19	23
TMC6	2	0	2	1
TMC7	28	19	13	14
TMC8	0	0	0	0
TMCC1	2	3	1	4
TMCC1-AS1	9	9	8	9
TMCC2	14	22	11	20
TMCC3	8	14	6	7
TMCO1	10	9	7	6
TMCO2	0	0	0	0
TMCO3	17	34	15	16
TMCO4	1	0	0	2
TMCO5A	0	0	0	0
TMCO5B	0	0	0	0
TMCO6	11	22	15	20
TMED1	293	319	380	346
TMED10	51	46	25	30
TMED10P1	147	128	115	117
TMED11P	0	0	0	0
TMED2	81	131	64	63
TMED3	2	3	1	2
TMED4	27	19	9	21
TMED5	20	15	10	8
TMED6	116	76	88	90
TMED7	5	3	6	2
TMED7-TICAM2	0	0	0	0
TMED8	1	1	1	0
TMED9	4	8	1	3
TMEFF1	0	0	0	0
TMEFF2	1	1	2	6
TMEM100	0	0	0	0
TMEM101	8	12	8	17
TMEM102	11	3	6	4
TMEM104	0	3	0	3
TMEM105	6	4	6	3
TMEM106A	16	22	19	11
TMEM106B	1	6	0	0
TMEM106C	5	7	6	1
TMEM107	1	2	0	0
TMEM108	1	0	0	0
TMEM108-AS1	3	0	1	0
TMEM109	10	22	15	12
TMEM11	3	5	1	1
TMEM110	5	7	7	4
TMEM110-MUSTN1	0	0	0	0
TMEM114	0	0	0	0
TMEM115	22	26	21	19
TMEM116	0	0	0	1
TMEM117	1	1	2	0
TMEM119	3	6	1	4
TMEM120A	5	2	2	3
TMEM120B	276	292	218	195
TMEM121	0	0	0	0
TMEM123	62	42	27	31
TMEM125	0	0	0	0
TMEM126A	8	12	6	7
TMEM126B	3	4	2	9
TMEM127	20	14	8	9
TMEM128	0	0	0	1
TMEM129	10	14	7	11
TMEM130	19	20	17	7
TMEM131	2	4	3	3
TMEM132A	23	22	21	18
TMEM132B	0	0	0	0
TMEM132C	0	0	0	0
TMEM132D	0	0	0	0
TMEM132E	0	0	0	0
TMEM133	0	0	0	0
TMEM134	0	0	0	0
TMEM135	6	9	1	4
TMEM136	18	20	12	17
TMEM138	138	150	140	128
TMEM139	8	8	10	6
TMEM140	1319	1418	1287	1238
TMEM141	3	2	2	2
TMEM143	1	0	1	1
TMEM144	0	0	0	0
TMEM145	3	3	3	2
TMEM147	5	12	4	9
TMEM147-AS1	477	476	528	486
TMEM14A	0	2	1	1
TMEM14B	8	15	9	6
TMEM14C	2	2	0	3
TMEM14E	3	1	6	9
TMEM150A	5	14	6	5
TMEM150B	0	2	0	0
TMEM150C	6	1	2	4
TMEM151A	0	0	0	0
TMEM151B	0	0	0	0
TMEM154	3	2	3	1
TMEM155	0	0	0	0
TMEM156	9	9	5	5
TMEM158	13	7	15	18
TMEM159	18	15	8	16
TMEM160	0	2	1	6
TMEM161A	0	0	0	0
TMEM161B	1	2	1	0
TMEM161B-AS1	1	0	0	1
TMEM163	3	1	0	1
TMEM164	14	20	7	5
TMEM165	25	38	25	29
TMEM167A	12	11	7	8
TMEM167B	4	1	3	2
TMEM168	4	5	2	5
TMEM169	3	7	3	7
TMEM17	19	14	14	21
TMEM170A	1	1	0	3
TMEM170B	17	8	12	9
TMEM171	0	0	0	0
TMEM173	0	1	0	0
TMEM174	0	0	0	0
TMEM175	0	0	0	1
TMEM176A	0	0	0	0
TMEM176B	0	0	0	0
TMEM177	1	1	1	0
TMEM178A	0	0	0	0
TMEM178B	8	10	8	12
TMEM179	0	0	0	0
TMEM179B	296	214	243	205
TMEM18	3	2	1	0
TMEM180	27	30	18	21
TMEM181	44	43	28	39
TMEM182	0	0	0	0
TMEM183A	0	0	0	0
TMEM183B	0	0	0	0
TMEM184A	1316	1241	1209	1086
TMEM184B	1	1	1	3
TMEM184C	15	16	11	11
TMEM185A	0	2	0	1
TMEM185B	6	11	5	5
TMEM186	3	1	1	1
TMEM187	0	0	0	0
TMEM189	1	2	1	1
TMEM189-UBE2V1	0	0	0	0
TMEM19	18	26	15	8
TMEM190	2	1	3	0
TMEM191A	3	0	2	1
TMEM191B	0	0	0	1
TMEM191C	1	1	1	0
TMEM192	20	23	13	19
TMEM196	1	1	0	0
TMEM198	36	46	47	50
TMEM198B	21	39	17	30
TMEM199	3	11	2	5
TMEM2	8	9	3	12
TMEM200A	0	1	0	0
TMEM200B	205	197	169	166
TMEM200C	0	0	0	0
TMEM201	0	2	0	3
TMEM202	0	0	0	0
TMEM203	0	3	3	2
TMEM204	10	20	13	9
TMEM205	4	4	4	4
TMEM206	0	0	1	0
TMEM207	0	0	0	0
TMEM208	8	9	5	5
TMEM209	18	22	14	12
TMEM210	0	1	0	0
TMEM211	0	0	0	0
TMEM212	464	293	247	336
TMEM212-AS1	0	0	0	0
TMEM213	17	25	21	19
TMEM214	5	8	5	6
TMEM215	2	0	0	0
TMEM216	1	0	1	1
TMEM217	54	58	50	62
TMEM218	3	4	4	0
TMEM219	1	1	0	3
TMEM220	15	14	5	7
TMEM220-AS1	0	0	0	0
TMEM221	7	13	15	6
TMEM222	1	4	3	2
TMEM223	46	66	53	43
TMEM225	0	0	0	0
TMEM229A	0	0	0	0
TMEM229B	0	0	1	0
TMEM230	6	2	1	3
TMEM231	4	10	5	9
TMEM232	0	0	0	0
TMEM233	0	0	0	0
TMEM234	0	0	0	2
TMEM235	0	0	0	0
TMEM236	23	31	30	37
TMEM237	2	5	2	3
TMEM238	1	0	1	0
TMEM239	0	0	0	0
TMEM240	0	0	0	0
TMEM241	7	4	5	15
TMEM242	0	7	6	3
TMEM243	58	27	21	25
TMEM244	0	0	0	0
TMEM245	37	25	25	17
TMEM246	1	2	3	2
TMEM246-AS1	28	27	33	38
TMEM247	0	0	0	0
TMEM248	11	17	5	7
TMEM249	0	0	0	0
TMEM25	0	1	1	1
TMEM251	4	5	7	5
TMEM252	0	0	1	0
TMEM253	11	17	9	15
TMEM254	0	0	0	0
TMEM254-AS1	28	16	15	15
TMEM255A	3	0	1	1
TMEM255B	0	0	0	0
TMEM256	0	0	0	0
TMEM256-PLSCR3	1	0	0	0
TMEM257	0	0	0	0
TMEM258	1	1	0	0
TMEM259	13	19	9	15
TMEM26	0	0	0	0
TMEM26-AS1	0	0	0	0
TMEM260	0	1	0	1
TMEM261	6	7	2	7
TMEM262	51	50	71	46
TMEM263	4	2	9	5
TMEM265	0	0	0	0
TMEM27	0	0	0	0
TMEM30A	26	15	7	21
TMEM30B	0	0	0	0
TMEM30C	0	0	0	0
TMEM31	0	0	0	0
TMEM33	21	21	14	10
TMEM35	0	0	0	0
TMEM37	0	0	0	0
TMEM38A	13	10	5	7
TMEM38B	2	3	0	3
TMEM39A	29	27	18	24
TMEM39B	5	8	6	6
TMEM40	0	0	0	1
TMEM41A	18	24	17	14
TMEM41B	30	31	17	30
TMEM42	2	1	0	2
TMEM43	39	69	41	55
TMEM44	49	67	35	34
TMEM44-AS1	146	154	131	128
TMEM45A	0	0	0	0
TMEM45B	23	11	15	8
TMEM47	1	1	1	2
TMEM5	5	2	4	0
TMEM5-AS1	88	124	136	147
TMEM50A	4	7	2	4
TMEM50B	247	276	289	285
TMEM51	3	2	1	3
TMEM51-AS1	2	8	0	2
TMEM52	0	0	0	0
TMEM52B	0	2	2	3
TMEM53	11	8	5	7
TMEM54	3	5	1	2
TMEM55A	0	1	0	0
TMEM55B	4	11	2	0
TMEM56	21	17	16	18
TMEM56-RWDD3	0	0	0	0
TMEM57	8	2	1	3
TMEM59	17	26	15	22
TMEM59L	0	0	0	0
TMEM60	3	2	3	1
TMEM61	0	0	0	0
TMEM62	2	2	7	2
TMEM63A	12	7	5	10
TMEM63B	7	5	4	2
TMEM63C	0	0	0	0
TMEM64	0	1	2	0
TMEM65	0	0	0	0
TMEM67	3	3	1	1
TMEM68	7	1	6	3
TMEM69	19	17	10	11
TMEM70	0	2	0	4
TMEM71	2	1	0	0
TMEM72	0	0	0	1
TMEM72-AS1	2	0	0	3
TMEM74	2	0	0	0
TMEM74B	19	22	14	12
TMEM75	8	7	8	11
TMEM79	57	78	28	40
TMEM80	33	31	21	29
TMEM81	0	1	0	1
TMEM82	0	0	0	0
TMEM86A	0	0	0	0
TMEM86B	0	1	0	0
TMEM87A	17	50	22	33
TMEM87B	3	8	5	2
TMEM88	0	0	0	1
TMEM88B	0	0	0	0
TMEM89	0	0	0	0
TMEM8A	2	3	3	4
TMEM8B	0	0	0	0
TMEM8C	0	0	0	0
TMEM9	12	14	11	11
TMEM91	78	110	100	102
TMEM92	3	0	1	0
TMEM92-AS1	0	0	1	0
TMEM95	0	0	0	0
TMEM97	650	672	730	752
TMEM98	0	1	1	0
TMEM99	3	1	1	3
TMEM9B	17	27	9	7
TMEM9B-AS1	1	2	0	3
TMF1	7	10	4	8
TMIE	0	0	0	0
TMIGD1	0	0	0	0
TMIGD2	10	6	8	4
TMIGD3	0	0	0	0
TMLHE	9	16	5	10
TMLHE-AS1	0	0	0	0
TMOD1	1271	1294	1412	1398
TMOD2	9	26	15	12
TMOD3	32	30	8	16
TMOD4	1	3	1	1
TMPO	124	117	100	109
TMPO-AS1	921	1295	936	1051
TMPPE	0	1	0	0
TMPRSS11A	1	0	0	0
TMPRSS11B	8	8	6	11
TMPRSS11BNL	0	0	0	0
TMPRSS11D	1	1	2	0
TMPRSS11E	0	1	0	0
TMPRSS11F	0	0	0	0
TMPRSS11GP	0	0	0	0
TMPRSS12	0	0	0	0
TMPRSS13	0	0	0	0
TMPRSS15	34	43	28	31
TMPRSS2	0	0	0	0
TMPRSS3	5	3	2	1
TMPRSS4	0	0	0	0
TMPRSS4-AS1	0	2	0	1
TMPRSS5	1	4	1	1
TMPRSS6	5	6	5	7
TMPRSS7	0	0	0	2
TMPRSS9	136	163	140	134
TMSB10	126	149	64	95
TMSB15A	0	0	0	0
TMSB15B	0	1	0	0
TMSB4X	29	30	11	24
TMSB4Y	0	0	0	0
TMTC1	18	9	10	13
TMTC2	1	5	1	1
TMTC3	1	1	0	0
TMTC4	0	1	0	0
TMUB1	1	8	3	5
TMUB2	28	30	19	13
TMX1	42	72	33	46
TMX2	313	374	286	312
TMX2-CTNND1	0	0	0	0
TMX3	10	17	10	9
TMX4	23	28	22	23
TNC	198	301	109	122
TNF	0	1	0	0
TNFAIP1	468	452	436	413
TNFAIP2	2	3	4	5
TNFAIP3	1	0	0	1
TNFAIP6	1	0	0	0
TNFAIP8	1	0	0	0
TNFAIP8L1	55	50	47	43
TNFAIP8L2	4	8	4	7
TNFAIP8L2-SCNM1	0	0	0	0
TNFAIP8L3	14	16	14	12
TNFRSF10A	16	20	15	14
TNFRSF10B	60	86	43	65
TNFRSF10C	0	0	0	0
TNFRSF10D	0	0	0	0
TNFRSF11A	1	0	0	1
TNFRSF11B	0	1	0	0
TNFRSF12A	4	6	7	8
TNFRSF13B	0	0	0	0
TNFRSF13C	0	0	0	0
TNFRSF14	1	3	2	1
TNFRSF17	0	0	0	0
TNFRSF18	0	0	0	0
TNFRSF19	0	0	0	1
TNFRSF1A	16	7	6	12
TNFRSF1B	13	3	8	1
TNFRSF21	5	11	7	10
TNFRSF25	2	2	0	0
TNFRSF4	0	0	0	0
TNFRSF6B	0	2	0	0
TNFRSF8	0	0	0	0
TNFRSF9	14	13	14	16
TNFSF10	1	0	2	1
TNFSF11	0	0	0	0
TNFSF12	1	2	3	0
TNFSF12-TNFSF13	0	0	0	0
TNFSF13	19	27	16	20
TNFSF13B	0	0	0	1
TNFSF14	11	7	10	5
TNFSF15	14	14	21	16
TNFSF18	0	0	0	0
TNFSF4	0	0	0	0
TNFSF8	0	2	0	2
TNFSF9	3	1	0	1
TNIK	3	6	4	1
TNIP1	14	10	6	9
TNIP2	9	11	5	5
TNIP3	6	10	3	1
TNK1	24	26	33	27
TNK2	5	4	7	6
TNKS	20	29	29	32
TNKS1BP1	45	41	16	31
TNKS2	3	19	10	9
TNKS2-AS1	0	0	0	0
TNMD	0	0	0	0
TNN	0	0	0	0
TNNC1	0	0	0	0
TNNC2	1	1	0	1
TNNI1	8	4	2	5
TNNI2	0	0	0	0
TNNI3	0	0	0	0
TNNI3K	0	0	0	0
TNNT1	27	37	18	32
TNNT2	0	0	0	0
TNNT3	0	0	0	0
TNP1	0	0	0	0
TNP2	0	0	0	0
TNPO1	21	20	6	9
TNPO2	13	14	8	12
TNPO3	15	19	4	10
TNR	0	0	0	0
TNRC18	28	24	23	21
TNRC18P1	0	0	0	0
TNRC6A	17	13	8	16
TNRC6B	16	8	8	14
TNRC6C	4	4	4	8
TNRC6C-AS1	25	7	13	29
TNS1	0	0	0	0
TNS2	15	29	12	14
TNS3	18	27	12	16
TNS4	2	5	2	5
TNXA	0	0	0	0
TNXB	0	0	0	0
TOB1	11	12	8	11
TOB1-AS1	0	0	0	1
TOB2	6	6	8	9
TOB2P1	1	0	1	2
TOE1	57	54	40	39
TOLLIP	2	2	4	0
TOLLIP-AS1	0	0	0	0
TOM1	2	1	0	1
TOM1L1	166	134	137	142
TOM1L2	6	8	8	3
TOMM20	23	26	16	15
TOMM20L	43	26	39	32
TOMM22	15	21	15	11
TOMM34	54	62	50	40
TOMM40	258	386	273	287
TOMM40L	0	1	3	4
TOMM5	23	40	14	18
TOMM6	3	6	3	3
TOMM7	4	1	3	3
TOMM70A	115	106	46	67
TONSL	21	27	14	22
TONSL-AS1	163	180	141	140
TOP1	31	59	24	53
TOP1MT	17	24	10	22
TOP1P1	2	1	1	1
TOP1P2	1	0	0	1
TOP2A	74	121	31	40
TOP2B	40	44	13	20
TOP3A	14	11	4	14
TOP3B	1	6	1	5
TOPAZ1	0	0	0	0
TOPBP1	29	63	26	37
TOPORS	26	64	32	56
TOPORS-AS1	52	58	49	55
TOR1A	44	62	31	42
TOR1AIP1	18	15	14	16
TOR1AIP2	76	84	71	76
TOR1B	87	96	90	89
TOR2A	1	0	0	0
TOR3A	30	38	22	30
TOR4A	18	18	6	13
TOX	0	0	1	0
TOX2	5	8	1	7
TOX3	0	0	0	0
TOX4	1071	1272	1199	1164
TP53	48	63	22	35
TP53AIP1	5	3	0	0
TP53BP1	486	495	456	448
TP53BP2	15	12	9	8
TP53I11	0	0	0	0
TP53I13	1	2	0	1
TP53I3	15	17	9	12
TP53INP1	5	1	9	6
TP53INP2	13	17	20	15
TP53RK	10	8	7	5
TP53TG1	1	0	0	0
TP53TG3	0	0	0	0
TP53TG3B	0	0	0	0
TP53TG3C	0	0	0	0
TP53TG3D	3	5	1	6
TP53TG5	71	106	76	64
TP63	0	0	0	0
TP73	0	0	0	0
TP73-AS1	22	15	16	14
TPBG	5	3	2	3
TPBGL	0	0	0	0
TPCN1	1	1	2	0
TPCN2	2	1	2	2
TPD52	5	2	2	1
TPD52L1	0	0	0	0
TPD52L2	33	46	30	40
TPD52L3	0	0	0	0
TPGS1	2	1	4	4
TPGS2	48	34	16	28
TPH1	0	0	0	0
TPH2	0	0	0	0
TPI1	98	157	75	85
TPI1P2	3	2	0	1
TPI1P3	0	2	0	0
TPK1	0	0	0	0
TPM1	19	22	7	8
TPM2	75	111	60	77
TPM3	122	205	94	123
TPM3P9	44	54	42	53
TPM4	260	474	245	277
TPMT	52	54	41	47
TPO	0	0	0	0
TPP1	2	4	1	0
TPP2	5	4	1	3
TPPP	47	80	37	48
TPPP2	0	0	0	0
TPPP3	0	0	0	0
TPR	34	58	17	41
TPRA1	2	0	0	0
TPRG1	0	0	0	0
TPRG1-AS1	0	0	1	0
